,expanding,Avew
2002-01-01,0.0026294354942219666,0.00017376013800845012
2002-02-01,0.003537349944209704,0.0005817638623657788
2002-03-01,-0.00016657889781225392,-0.004859965286013131
2002-04-01,0.013532042555466929,0.013418485136985398
2002-05-01,0.006454497828483827,0.004602136057591738
2002-06-01,0.0017039452456409296,-0.002060810422187842
2002-07-01,0.01102483847415165,0.009535908901281198
2002-08-01,0.0068986467055187715,0.0032199255942583654
2002-09-01,0.0019385463483595176,-0.0011810755740652875
2002-10-01,7.519348989579351e-05,-0.0040009530474576045
2002-11-01,0.0019389367265210712,-0.002259832447544091
2002-12-01,0.005176718833576547,0.0018117937354603583
2003-01-01,0.004918687190237721,-0.00011887073557756188
2003-02-01,0.012539411755882546,0.011065890396807502
2003-03-01,0.00360473220691988,-0.0013904068436027864
2003-04-01,0.0044939207505297115,0.00019069417844113263
2003-05-01,0.023540755642096095,0.028039281167981277
2003-06-01,0.009223356193567494,0.007358678287433135
2003-07-01,0.00779746023306236,0.004467010896984321
2003-08-01,0.006930081662162095,0.0032531143968425524
2003-09-01,0.0018526545989241087,-0.00370277024496816
2003-10-01,0.003849158119277024,-0.0007380372803277375
2003-11-01,0.002020555563693042,-0.003251600767753339
2003-12-01,0.011683304618763674,0.009325627952098646
2004-01-01,0.018507558342524363,0.021833403447321133
2004-02-01,0.011733472152022088,0.01318975059908703
2004-03-01,0.02699927265761552,0.039599020408281935
2004-04-01,0.017387780386428714,0.022866953278204927
2004-05-01,0.017185912886260826,0.016772825867367808
2004-06-01,0.002614993064197428,-0.0031322285898535253
2004-07-01,0.009075767760765248,0.004397111136912295
2004-08-01,0.009862445060254636,0.0054625963378272125
2004-09-01,0.0063866082953213735,8.012182279862473e-05
2004-10-01,0.02106627320133577,0.019735170031885796
2004-11-01,0.01240006103115386,0.005047559712207437
2004-12-01,0.013423269448498226,0.006171232350140907
2005-01-01,0.008095197236713864,-5.099382970550886e-05
2005-02-01,0.006524637052972338,-0.0027686909115815605
2005-03-01,0.007202197040025197,-0.0005306952398352619
2005-04-01,0.015811177150668432,0.0062880155471536445
2005-05-01,0.01816949086871035,0.006406245999897463
2005-06-01,0.0069189189228166924,-0.005635929747566505
2005-07-01,0.02596111898851011,0.0036360322601734774
2005-08-01,0.018384652068021572,4.2148903785198255e-05
2005-09-01,0.04656188260628614,0.024627109129706875
2005-10-01,0.03707803430856521,0.012513749702508214
2005-11-01,0.013392752071164391,-0.0025536592681570003
2005-12-01,0.01735156713164042,-0.0012960297059739976
2006-01-01,0.01613353185576476,0.0003317371348468136
2006-02-01,0.02541031642365429,0.008338717200245638
2006-03-01,0.025416406535423042,0.010308616940031106
2006-04-01,0.030352248510626654,0.013845663674496241
2006-05-01,0.05414709823483144,0.045133825588352355
2006-06-01,0.07629244194351757,0.09240992061753836
2006-07-01,0.05735521024872925,0.05841828265496155
2006-08-01,0.04196546949912215,0.03384148465041595
2006-09-01,0.02742326703757493,0.019684190593419453
2006-10-01,0.03093805270992515,0.023742061005144373
2006-11-01,0.029015428875805827,0.02229554788442814
2006-12-01,0.03761662012602812,0.0333183707463825
2007-01-01,0.04469506819430568,0.045778785504310984
2007-02-01,0.055492566738099824,0.05943316510282319
2007-03-01,0.02826750226646721,0.026010934240659467
2007-04-01,0.04674405980373709,0.04959800436379661
2007-05-01,0.044679389294407394,0.049698065428712475
2007-06-01,0.03628492255775036,0.04042976452151493
2007-07-01,0.03769653354587186,0.04130866162115128
2007-08-01,0.012919662325450361,0.01467835426806855
2007-09-01,0.01803935029853852,0.023257901483697888
2007-10-01,0.008906028356696587,0.013023353797212589
2007-11-01,-0.0032291607452937052,-0.0005483400415380001
2007-12-01,-0.0100579372972253,-0.01613738997450053
2008-01-01,-0.00804329410683094,-0.009099230412363397
2008-02-01,0.00017830966947131842,-0.0049962759466483705
2008-03-01,-0.010948380358913216,-0.01894295212464938
2008-04-01,-0.0030235736234553584,-0.014137541876525227
2008-05-01,-0.002254434988960932,-0.011234984195243651
2008-06-01,0.0013923745080095772,-0.006948849755327271
2008-07-01,0.003358807847877919,-0.007468471207597013
2008-08-01,0.014357529930644798,0.009232475056655264
2008-09-01,0.006521657517780296,-0.0035028882356935077
2008-10-01,0.009207595119241668,0.0007141513617871029
2008-11-01,0.020095573625184625,0.01639934007989325
2008-12-01,0.04282571336386393,0.052895281049828415
2009-01-01,0.055239106140786795,0.06988152777833065
2009-02-01,0.021559126230496887,0.01744342918704751
2009-03-01,0.07306684884681716,0.09975205808312926
2009-04-01,0.04935746527098487,0.06035669171142786
2009-05-01,0.05342128882231172,0.06437507175240297
2009-06-01,0.03163658040109986,0.03106949655284929
2009-07-01,0.0344935187836887,0.03685672968153101
2009-08-01,0.047799020163875036,0.056927449817981327
2009-09-01,0.037309287631975004,0.03761529573562285
2009-10-01,0.02937525198710533,0.025877468453697115
2009-11-01,0.010876692909344404,-0.002114643100278337
2009-12-01,0.03557786112334471,0.03722125305540972
2010-01-01,0.02020111253079142,0.012640706136438303
2010-02-01,0.01896794046713498,0.010531902714489125
2010-03-01,-0.0016818950914502242,-0.02332319226495949
2010-04-01,0.013570336988709228,0.0030798632778209385
2010-05-01,0.020658403906633538,0.012649974457791025
2010-06-01,0.011761218762205978,-0.001874097610280756
2010-07-01,0.007338187229714787,-0.007882360401694103
2010-08-01,0.017766113520987795,0.009173988938164195
2010-09-01,0.026869079603092965,0.023629054150601285
